tblInstallBase_Ident Item Id,Ident Asset Num,Country,SEN Connectivity,Overall Status,Substatus,Last Pour,Equip Serial Num Upper Case
9402262,70048022,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 37 PM,6201605PT070
9372667,70040687,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 10: 17: 34 AM,6201547PT298
9402258,70048018,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 30 PM,6201605PT115
9360453,70041744,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 44 PM,6201544PT123
9405351,70046588,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 36 PM,6201606PT055
9399686,70046551,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 26 PM,6201604PT179
9405357,70046594,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 27: 55 PM,6201606PT061
9362967,70041784,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 24 PM,6201545PT004
9371808,70043501,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 23 PM,6201547PT323
9408041,70046654,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 53 PM,6201606PT351
9377709,70044884,Canada,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201550PT216
9390984,70043630,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 54 PM,6201603PT005
9390991,70043637,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 33 PM,6201603PT037
9410978,70047648,Canada,Not Connected,MEM Remediation in progress for SEN Connectivity - Canada,MEM to Submit SEN Onboarding Form,,6201607PT308
9412658,70049521,Canada,Not Connected,Activation / Installation Issues,NUC Uninstalled,,6201608PT119
9374786,70043520,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 00 PM,6201548PT192
9398377,70046513,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 47 PM,6201604PT051
9374470,70043510,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 37 PM,6201548PT025
9399673,70046538,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 16: 20 PM,6201604PT180
9385414,70043544,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 43 PM,6201549PT068
9377708,70044883,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 02: 44 PM,6201550PT215
9412665,70049528,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 04 PM,6201608PT134
9412672,70049535,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 06: 21 PM,6201608PT156
9405363,70046600,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 08: 44 PM,6201606PT067
9385406,70043536,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 51 PM,6201549PT045
9390971,70043617,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,02-20-2016 01: 03: 11 AM,6201602PT574
9349578,70041672,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 12: 09: 16 AM,6201542PT008
9369865,70043482,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 51 PM,6201547PT218
9390978,70043624,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 02: 44: 59 AM,6201602PT617
9369862,70043479,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 09: 47 PM,6201547PT030
9385335,70043557,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 27: 28 PM,6201551PT317
9385328,70043550,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 08: 46 PM,6201551PT284
9405355,70046592,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 21 PM,6201606PT059
9360455,70041746,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 28: 14 PM,6201544PT116
9389465,70043605,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 13 PM,6201552PT066
9399661,70046526,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 01 PM,6201602PT503
9389456,70043596,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 44 PM,6201552PT008
9349564,70041680,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 16: 14 PM,6201542PT013
9377755,70043529,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-20-2016 09: 43: 22 PM,6201549PT008
9385327,70043549,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 26 PM,6201551PT041
9390986,70043632,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 46 PM,6201603PT007
9399694,70046559,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 09 PM,6201605PT005
9372473,70040669,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-03-2016 10: 53: 31 PM,6201547PT203
9399695,70046560,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 32 PM,6201605PT008
9376001,70040755,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 53 PM,6201550PT203
9372465,70040661,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 47 PM,6201547PT195
9367262,70040568,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 27 PM,6201546PT164
9398346,70045196,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 10: 30 PM,6201604PT206
9415783,70048226,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 05 PM,6201608PT035
9367266,70040572,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 01 PM,6201546PT168
9381880,70044929,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 14 PM,6201550PT332
9384919,70044989,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 22 PM,6201550PT334
9377722,70044897,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 55 PM,6201550PT206
9398336,70045186,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 14: 30 PM,6201604PT065
9372668,70040688,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 05 PM,6201547PT299
9372479,70040675,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 56: 01 PM,6201547PT209
9372480,70040676,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 10: 54 PM,6201547PT210
9409938,70046182,Canada,Not Connected,MEM Remediation in progress for SEN Connectivity - Canada,MEM to Submit SEN Onboarding Form,,6201607PT200
9401225,6713592,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 41: 56 PM,6201603PT309
9385420,70045669,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 16: 36 PM,6201552PT042
9408047,70046660,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 08: 17 PM,6201607PT004
9377756,70043530,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 27: 05 PM,6201549PT013
9399677,70046542,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 07: 58 PM,6201604PT228
9371803,70043496,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 58 PM,6201547PT248
9412653,70049516,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 04 PM,6201608PT069
9398384,70046520,Canada,Not Connected,Activation / Installation Issues,NUC Uninstalled,,6201604PT113
9415804,70049658,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 34 PM,6201608PT392
9399675,70046540,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 27: 08 PM,6201604PT225
9415809,70049663,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 56 PM,6201608PT405
9369860,70043477,Canada,Not Connected,Activation / Installation Issues,Validate Modem Connected to NUC & Installation SOP,,6201547PT012
9371802,70043495,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 11: 43: 46 PM,6201547PT239
9405370,70046607,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 42 PM,6201606PT273
9374788,70043522,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 08: 11 PM,6201548PT194
9399680,70046545,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 47 PM,6201604PT231
9412662,70049525,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 16: 17 PM,6201608PT125
9400315,70046285,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 20 PM,6201602PT506
9402187,70046395,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 12 PM,6201605PT033
9411222,70048384,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 03: 19 PM,6201608PT066
9396066,70046084,Canada,Not Connected,Activation / Installation Issues,Unit Deactivated,,6201604PT071
9394194,70046462,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 16: 35 PM,6201603PT063
9361729,70041926,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 11: 45 PM,6201544PT144
9353868,70042052,Canada,Transmitting Data,Connected & Reporting,No Action,06-12-2016 10: 17: 30 PM,6201543PT061
9364337,70041986,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 53 PM,6201545PT194
9391871,70046118,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 23 PM,6201602PT511
9377564,70041943,Canada,Transmitting Data,Connected & Reporting,No Action,06-12-2016 06: 13: 16 PM,6201549PT009
9396069,70046087,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 57: 54 PM,6201604PT053
9387363,70042177,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 00: 49 PM,6201552PT053
9411210,70046315,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 04: 05 PM,6201608PT025
9396070,70046088,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 56 PM,6201604PT095
9391868,70046115,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-03-2016 03: 55: 18 PM,6201602PT510
9391869,70046116,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-03-2016 04: 15: 43 PM,6201602PT501
9374413,70041979,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 40 PM,6201548PT014
9384170,70042183,Canada,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201550PT396
9371729,70042066,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 22 PM,6201547PT246
9347420,70040466,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 57 PM,6201542PT002
9364136,70040539,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 18 PM,6201546PT024
9378794,70044902,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 12 PM,6201550PT356
9391865,70046112,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 44 PM,6201602PT509
9377710,70044885,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 54: 00 PM,6201550PT217
9395157,70045124,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 38: 29 PM,6201603PT294
9364129,70040532,Canada,Transmitting Data,Connected & Reporting,No Action,06-12-2016 09: 25: 07 PM,6201546PT017
9398337,70045187,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 51 PM,6201604PT103
9364389,70040553,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 52 PM,6201546PT012
9384175,70042188,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 08: 02: 04 PM,6201550PT403
9412885,70048435,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 27: 04 PM,6201607PT032
9353869,70042051,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 34 PM,6201543PT065
9376739,70041963,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 35 PM,6201548PT237
9382252,70042195,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 49 PM,6201551PT056
9379423,70042245,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 10 PM,6201551PT328
9349945,70041912,Canada,Not Connected,Require Missing information from MEM,Require KFID & UNDI,,6201542PT032
9376801,70041956,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 29: 16 PM,6201548PT214
9371728,70042067,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 45 PM,6201547PT343
9371718,70042077,Canada,Transmitting Data,Connected & Reporting,No Action,06-12-2016 06: 32: 26 PM,6201547PT240
9353515,70042048,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 11 PM,6201543PT058
9391870,70046117,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-03-2016 03: 22: 50 PM,6201602PT514
9364344,70041993,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 50 PM,6201545PT181
9377563,70041942,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 01: 27 PM,6201549PT022
9377570,70041949,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 34 PM,6201549PT007
9394203,70046471,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 01: 15: 07 PM,6201603PT028
9346046,70041908,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 11: 46 PM,6201540PT053
9396078,70046096,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 13 PM,6201604PT054
9364336,70041985,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 09: 45 PM,6201546PT106
9376736,70041953,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,04-18-2016 03: 56: 16 PM,6201548PT234
9382253,70042196,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 16: 05 PM,6201548PT047
9406164,70046342,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 54 PM,6201606PT281
9394189,70046457,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 58: 17 PM,6201603PT257
9411206,70046311,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 28: 02 PM,6201608PT021
9391875,70046122,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 04: 10 PM,6201602PT505
9353516,70042049,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 07: 23 PM,6201543PT057
9361722,70041919,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 58: 36 PM,6201544PT145
9402180,70046402,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 09 PM,6201605PT055
9374409,70041983,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 12: 29 PM,6201547PT360
9411228,70048390,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 52 PM,6201608PT064
9402184,70046398,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 55: 07 PM,6201605PT059
9396063,70046081,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 38 PM,6201604PT029
9376799,70041954,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 41 PM,6201548PT216
9394201,70046469,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 29: 04 PM,6201602PT623
9361724,70041921,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 27: 00 PM,6201544PT135
9394184,70046452,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 12: 08 PM,6201603PT282
9371726,70042069,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,06-06-2016 12: 06: 10 PM,6201547PT342
9402185,70046397,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 37 PM,6201605PT050
9375975,70040738,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 27: 21 PM,6201550PT219
9402245,70045212,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 52: 16 PM,6201605PT152
9375967,70040730,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 45: 53 PM,6201549PT124
9364128,70040531,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 04: 58 PM,6201546PT016
9367267,70040573,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 20: 45 PM,6201546PT169
9395154,70045121,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 08 PM,6201603PT286
9403599,70048003,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 59: 34 PM,6201605PT207
9381873,70044922,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 58 PM,6201550PT341
9410521,70044732,Canada,Not Connected,MEM Remediation in progress for SEN Connectivity - Canada,MEM to Submit SEN Onboarding Form,,6201607PT220
9381879,70044928,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 17 PM,6201550PT328
9403600,70048004,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 07: 57: 00 PM,6201606PT042
9395145,70045112,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 56 PM,6201603PT054
9402261,70048021,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 10: 10 PM,6201605PT105
9382810,70038984,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 14: 42 PM,6201549PT058
9403924,70044858,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 13 PM,6201605PT028
9396074,70046092,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 11 PM,6201604PT059
9382249,70042192,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 05: 19 PM,6201550PT378
9349946,70041913,Canada,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201543PT006
9411219,70048381,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 45 PM,6201608PT112
9364338,70041987,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 59 PM,6201546PT105
9384174,70042187,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 22 PM,6201550PT399
9376806,70041964,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 27 PM,6201548PT213
9382806,70038980,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 41: 52 PM,6201549PT052
9405774,70047555,Canada,Not Connected,MEM Remediation in progress for SEN Connectivity - Canada,MEM to Submit SEN Onboarding Form,,6201606PT298
9374373,70030818,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 42 PM,6201548PT206
9388973,70045047,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 46: 22 PM,6201602PT030
9388963,70045037,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-26-2016 07: 47: 11 PM,6201553PT001
9379189,70044919,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 08: 19: 18 PM,6201549PT101
9372712,70040684,Canada,Transmitting Data,Connected & Reporting,No Action,06-12-2016 07: 50: 32 PM,6201547PT312
9414180,70044806,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 49 PM,6201606PT364
9387519,70044869,Canada,Not Connected,Activation / Installation Issues,Unit Deactivated,,6201553PT021
9407353,70044838,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 10: 21 PM,6201606PT015
9388971,70045045,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,02-19-2016 03: 55: 18 PM,6201553PT034
9372711,70040683,Canada,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201547PT266
9407363,70044849,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 10: 41 PM,6201606PT049
9364717,6582809,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 09: 02 PM,6201545PT204
9381812,70041504,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 08: 16: 11 PM,6201551PT299
9370045,70041519,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 05: 48 PM,6201547PT241
9381886,6596897,Canada,Not Connected,Activation / Installation Issues,Validate Modem Connected to NUC & Installation SOP,,6201551PT084
9381887,6596898,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 28: 40 PM,6201551PT086
9381884,6596895,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 09: 26 PM,6201551PT072
9366416,6596908,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 18 PM,6201545PT052
9390747,6596882,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 08 PM,6201602PT301
9349644,70039168,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 09: 44 PM,6201542PT012
9375866,70043867,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-01-2016 09: 48: 30 PM,6201549PT039
9386430,70043833,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 45 PM,6201552PT006
9388348,70030239,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 59: 40 PM,6201552PT129
9366417,6596907,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 10: 09: 16 AM,6201545PT167
9374450,70043875,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 05: 37 PM,6201548PT226
9380692,70043845,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 41: 43 PM,6201549PT060
9386425,70043828,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 02: 48 PM,6201551PT311
9386423,70043826,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 08: 32: 24 AM,6201551PT255
9379307,70043852,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 10 PM,6201549PT062
9389457,70043597,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 10: 20: 50 AM,6201552PT012
9381977,70027518,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 54: 08 PM,6201552PT097
9404924,70046263,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 24: 47 PM,6201605PT176
9366550,70039363,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 12: 14 PM,6201547PT021
9372705,70038969,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 31: 02 PM,6201548PT032
9352452,70039372,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 09: 38 PM,6201543PT119
9329682,6713292,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 52: 14 PM,6201538PT022
9354191,70039357,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 35: 56 PM,6201543PT136
9381626,70045613,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 05: 14 PM,6201551PT257
9369377,70040966,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 55 PM,6201547PT286
9374403,70038976,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 07: 54 PM,6201548PT233
9363744,70039366,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 53 PM,6201545PT180
9399063,70045457,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 31 PM,6201604PT174
9369374,70040963,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 26: 14 PM,6201547PT315
9382808,70038982,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 50 PM,6201549PT055
9360752,70039370,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 08: 19: 49 PM,6201545PT025
9371771,70040968,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 12: 01 PM,6201548PT017
9382862,70044679,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 20: 21 PM,6201551PT073
9389464,70043604,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 23 PM,6201552PT063
9367871,70038959,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,04-27-2016 08: 51: 36 PM,6201547PT006
9375174,70043524,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 06: 58: 05 PM,6201548PT218
9371812,70043505,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 27: 19 PM,6201547PT337
9374784,70043518,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 28: 09 PM,6201548PT188
9385410,70043540,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 16: 25 PM,6201549PT059
9367874,70038962,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 12: 26 PM,6201547PT018
9405366,70046603,Canada,Transmitting Data,Connected & Reporting,No Action,06-12-2016 10: 50: 32 PM,6201606PT267
9367873,70038961,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 31 PM,6201547PT009
9388277,70023829,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 01: 42 PM,6201552PT015
9390961,70043607,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 05: 01 PM,6201602PT534
9362966,70041783,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-10-2016 12: 34: 16 AM,6201543PT131
9364121,70041531,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 52: 13 PM,6201545PT169
9385336,70043558,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 16 PM,6201551PT318
9385409,70043539,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 37 PM,6201549PT057
9398362,70046498,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 38 PM,6201603PT068
9390990,70043636,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 44 PM,6201603PT013
9398375,70046511,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 55: 08 PM,6201604PT049
9371805,70043498,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 28: 04 PM,6201547PT274
9371804,70043497,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,03-18-2016 06: 21: 12 PM,6201547PT269
9390985,70043631,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 04 PM,6201603PT006
9390967,70043613,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 39 PM,6201602PT568
9360595,70041539,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 09: 48 PM,6201544PT119
9399690,70046555,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 08: 59: 11 PM,6201604PT184
9385334,70043556,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 55: 20 PM,6201551PT314
9345148,70041669,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 18 PM,6201542PT004
